stockName,industryName
曼哈顿大桥投资股份,非银金融
马克尔保险,非银金融
马林克罗制药,医药生物
Fusion Pharmaceuticals Inc,医药生物
"Akouos, Inc.",医药生物
亿邦国际,商贸零售
声网,通信
Nuzee Inc,食品饮料
"Biora Therapeutics, Inc.",医药生物
"Forma Therapeutics Holdings, Inc.",医药生物
Repare Therapeutics Inc.,医药生物
"VerifyMe, Inc.",计算机
Renovacor Inc,医药生物
狮子集团控股,社会服务
"Bricktown Restaurant Group, Inc.",食品饮料
Royalty Pharma Plc Class A,医药生物
"Vroom, Inc.",汽车
"AppHarvest, Inc.",农林牧渔
"AZEK Co., Inc. Class A",建筑材料
约翰逊户外,社会服务
JMP Group LLC,非银金融
Japan Smaller Capitalization Fund Inc,非银金融
Jewett-Cameron Trading Company Ltd.,轻工制造
Portman Ridge Finance Corporation,非银金融
Kennametal Inc.,机械设备
"Stride, Inc.",计算机
堪萨斯南方铁路,交通运输
卡尼金融储蓄,银行
"Kennedy-Wilson Holdings, Inc.",房地产
凯登纸业,轻工制造
肯塔基第一银行,银行
Kayne AndersonMLP投资,非银金融
家乐氏,食品饮料
"OPENLANE, Inc.",商贸零售
凯撒铝业,有色金属
韩国国民银行,银行
"Kelly Services, Inc. Class B",社会服务
"Karyopharm Therapeutics, Inc.",医药生物
绿山咖啡,食品饮料
KB Home,房地产
凯利服务,社会服务
基瓦尼科技,计算机
KBR科技,机械设备
Kemper Corp,非银金融
Key Tronic Corporation,计算机
科凯国际,电子
Kirklands家具,轻工制造
Kforce Inc.,社会服务
金克地产,房地产
金石保险,非银金融
凯特地产信托,房地产
吉劳埃地产,房地产
Kingsway金融服务,非银金融
"LifeLock, Inc.",通信
"Edgio, Inc.",计算机
"LHC Group, Inc.",社会服务
生活时光品牌家具,轻工制造
莱斯康制药,医药生物
Limoneira Company,农林牧渔
John Hancock投资者信托,非银金融
James Hardie Industries PLC Sponsored ADR,建筑材料
林肯教育服务,社会服务
Ligand Pharmaceuticals Incorporated,医药生物
"Genasys, Inc.",通信
现场之国娱乐,传媒
劳拉空间通信,通信
Live Ventures Inc,商贸零售
LSB工业,基础化工
"LivePerson, Inc.",计算机
Lipocine Inc,医药生物
洛克希德马丁,国防军工
LKQ Corporation,轻工制造
LSI设备,机械设备
"Applied Molecular Transport, Inc.",医药生物
达达,商贸零售
传奇生物,医药生物
"Lantern Pharma, Inc.",医药生物
"Shift4 Payments, Inc. Class A",非银金融
Calliditas Therapeutics AB Sponsored ADR,医药生物
ZoomInfo Technologies Inc,计算机
"Pliant Therapeutics, Inc.",医药生物
华纳音乐,传媒
"FTS International, Inc. Class A",煤炭
"Inari Medical, Inc.",医药生物
Music Acquisition Corp. Class A,传媒
"Ikena Oncology, Inc.",医药生物
Jaws Mustang Acquisition Corp. Class A,非银金融
"Design Therapeutics, Inc.",医药生物
"Pear Therapeutics, Inc. Class A",医药生物
MDH Acquisition Corp. Class A,非银金融
African Gold Acquisition Corp. Class A,非银金融
"Finch Therapeutics Group, Inc.",医药生物
"ACV Auctions, Inc. Class A",商贸零售
Z-Work Acquisition Corp. Class A,非银金融
知乎,传媒
Westwater Resources Inc,有色金属
"Cricut, Inc. Class A",轻工制造
"Movano, Inc.",医药生物
"Satellogic, Inc. Class A",国防军工
"Inotiv, Inc.",医药生物
"DigitalOcean Holdings, Inc.",计算机
"SEMrush Holdings, Inc. Class A",计算机
Adara Acquisition Corp. Class A,非银金融
4d Pharma PLC Sponsored ADR,医药生物
"thredUP, Inc. Class A",商贸零售
QualTek Services Inc. Class A,机械设备
"Alignment Healthcare, Inc.",医药生物
Flora Growth Corp.,农林牧渔
陆金所控股,非银金融
"Inhibikase Therapeutics, Inc.",医药生物
"Galecto, Inc.",医药生物
"MediaAlpha, Inc. Class A",传媒
"Leslie's, Inc.",商贸零售
"Biodesix, Inc.",医药生物
"Allegro MicroSystems, Inc.",电子
Absolute Software Corporation,计算机
"MDNA Life Sciences, Inc.",医药生物
Multi Ways Holdings Limited,非银金融
铭腾模具,机械设备
Himalaya Shipping Ltd.,交通运输
Ascent Industries Co.,基础化工
"Tingo Group, Inc.",商贸零售
OneWater Marine Inc Class A,交通运输
必能宝,汽车
"Waitr Holdings, Inc. Class A",商贸零售
数海信息,计算机
Apyx Medical Corporation,医药生物
阿提夫控股,非银金融
Renovaro Biosciences Inc.,医药生物
Suzano SA Sponsored ADR,农林牧渔
"Alkaline Water Co., Inc.",食品饮料
"AgeX Therapeutics, Inc.",医药生物
塞德斯医疗,医药生物
大都会人寿,非银金融
梅思恩,医药生物
"Castle Creek Biosciences, Inc.",医药生物
Hash Space Acquisition Corp.,非银金融
"Jasper Therapeutics, Inc.",医药生物
Afternext Healthtech Acquisition Corp. Class A,非银金融
EngageSmart Inc,计算机
"Procaps Group, S.A.",医药生物
微软,计算机
"MiMedx Group, Inc.",医药生物
英国保诚,非银金融
Psychemedics Corporation,医药生物
公积金金融服务,非银金融
Prudential Short Duration High Yield Fund,非银金融
印尼电信,通信
宾夕法尼亚保德信,非银金融
PTC公司,计算机
保德信金融,非银金融
"PTC Therapeutics, Inc.",医药生物
Old Republic国际,非银金融
NeuBase Therapeutics Inc,医药生物
欧迪办公,轻工制造
欧德第二银行,银行
"Oil States International, Inc.",石油石化
"Achieve Life Sciences, Inc.",医药生物
欧林,农林牧渔
美国石油勘探,石油石化
"Olympic Steel, Inc.",钢铁
"Omnicell, Inc.",计算机
大众银行,银行
"Limestone Bancorp, Inc.",银行
PolyMet Mining Corp.,有色金属
"PRA Group, Inc.",非银金融
Potbelly Corp.,食品饮料
Avient Corporation,基础化工
波特兰通用电气,电力设备
PotlatchDeltic Corporation,农林牧渔
波尔图制药,医药生物
奥瑞许科技,电子
奥菲斯国际,商贸零售
奥本海默控股,非银金融
Oshkosh Corp,机械设备
互联网科技包装,计算机
芬塔,通信
维易科精密仪器,机械设备
"Moatable, Inc.",计算机
"Republic Bancorp, Inc. Class A",银行
Retail Opportunity Investments Corp.,商贸零售
"RB Global, Inc.",商贸零售
RGC资源,煤炭
Fit Boxx Holdings Limited,美容护理
格陵兰科技,计算机
Lavoro Ltd,农林牧渔
Wallbox N.V. Class A,家用电器
希尔国际,轻工制造
阿贝斯,食品饮料
棒约翰,食品饮料
"LiqTech International, Inc.",环保
Parsons Corporation,国防军工
"Greenlane Holdings, Inc. Class A",轻工制造
"Brigham Minerals, Inc. Class A",石油石化
"Change Healthcare, Inc.",计算机
ESS Tech Inc,电力设备
"iFIT Health & Fitness, Inc. Class A",美容护理
"P10, Inc. Class A",非银金融
雷欧尼尔,机械设备
研控科技,计算机
实耐宝,机械设备
智利矿业化工,石油石化
索尼克汽车,汽车
SLR Investment Corp.,非银金融
Sotherly Hotels Inc.,社会服务
A.O.史密斯,家用电器
"Smith Micro Software, Inc.",计算机
SLR Senior Investment Corp,非银金融
索尼,电子
天然阳光产品,食品饮料
NCR公司,计算机
纳图斯医疗,医药生物
中阳金融集团,非银金融
Accretion Acquisition Corp.,非银金融
NFT Limited,计算机
"Alpine 4 Holdings, Inc. Class A",机械设备
LAVA Medtech Acquisition Corp. Class A,医药生物
"Arteris, Inc.",电子
迪克希,电子
固特异轮胎橡胶,汽车
第一长岛,房地产
Michaels Companies Inc,商贸零售
"Ultimate Software Group, Inc.",计算机
哈克特服务,社会服务
Middleby Corporation,家用电器
海恩时富,通信
纳斯达克,非银金融
York Water Company,公用事业
第九城市,传媒
汉诺威保险,非银金融
多尼斯,食品饮料
"SOBR Safe, Inc.",医药生物
Thimble Point Acquisition Corp. II Class A,非银金融
Peridot Acquisition Corp. III Class A,非银金融
Bilander Acquisition Corp. Class A,非银金融
Global Systems Dynamics Inc. Class A,计算机
Canna-Global Acquisition Corp. Class A,食品饮料
"Life Time Group Holdings, Inc.",社会服务
"Marpai, Inc. Class A",计算机
"Minority Equality Opportunities Acquisition, Inc. Class A",非银金融
威睿,计算机
Vicor Corporation,电子
VOC Energy Trust,石油石化
VEON Ltd. Sponsored ADR,通信
如新集团,医药生物
Kazia Therapeutics Ltd Sponsored ADR,医药生物
Nuveen California Quality Municipal Income Fund,银行
微妙通讯,通信
Nuveen AMT-Free Quality Municipal Income Fund,银行
Nuveen Quality Municipal Income Fund,银行
纽柯钢铁,钢铁
Nuveen Municipal Credit Income Fund,银行
Nuveen Dividend Advantage Municipal Income Fund,银行
联合利华,食品饮料
UGI Corporation,公用事业
UMB金融,非银金融
"U.S. Physical Therapy, Inc.",社会服务
联合银行,银行
"U.S. Silica Holdings, Inc.",有色金属
ULTA美妆,美容护理
科兴生物,医药生物
西蒙地产,房地产
拉夫劳伦,纺织服饰
CEB Inc.,社会服务
沃特世,机械设备
塔吉特,商贸零售
斑马技术,计算机
Zix Corporation,计算机
Virtus Global Dividend & Income Fund,非银金融
Zynga Inc. Class A,传媒
PBF Logistics LP,石油石化
Park National Corporation,银行
潘汉德尔油气,石油石化
Wells Fargo Income Opportunities Fund,非银金融
"Spectrum Pharmaceuticals, Inc.",医药生物
"Southwest Gas Holdings, Inc.",公用事业
圣乔,医药生物
斯坦泰克,机械设备
圣犹达医疗,医药生物
Star Group LP,公用事业
"Startek, Inc.",计算机
科学应用,计算机
学乐集团,社会服务
瓦可能源,煤炭
优莎娜,美容护理
"Vail Resorts, Inc.",社会服务
维蒙特工业,机械设备
罗杰斯,通信
汤森路透,传媒
尼尔森,传媒
"NN, Inc.",机械设备
诺亚财富,非银金融
Nordic American Tankers Limited,交通运输
Nordson Corporation,机械设备
North European Oil Royalty Trust,石油石化
诺基亚,通信
北方信托,银行
诺德斯特龙,机械设备
"Rhodium Enterprises, Inc. Class A",电子
Verdant Earth Technologies Ltd.,公用事业
Chardan NexTech Acquisition Corp.,计算机
帕特森,医药生物
"Revvity, Inc.",计算机
联合租赁,非银金融
ASGN Incorporated,计算机
Anywhere Real Estate Inc.,房地产
红帽,计算机
Regional Management Corp.,非银金融
地区金融,非银金融
普尔特房屋,房地产
"Inspired Entertainment, Inc.",传媒
VivoPower International Plc,电力设备
西空航空,交通运输
辛克莱广播,传媒
思佳讯,通信
美国国家仪器,电子
"NCI, Inc. Class A",计算机
国民保障集团,非银金融
纳维奥斯海上收购,交通运输
朱砂能源,石油石化
OneSpan Inc.,计算机
"Verastem, Inc.",医药生物
Verint Systems Inc.,计算机
"Aravive, Inc.",医药生物
阿根廷电信,通信
Templeton Emerging Markets Income Fund,非银金融
Teekay Corporation,交通运输
Templeton Global Income Fund,非银金融
Teekay LNG Partners L.P.,交通运输
Teledyne Technologies Incorporated,电子
Tempur Sealy国际,家用电器
天睿,计算机
泰利福,汽车
泰纳瑞斯钢铁,钢铁
"Zogenix, Inc.",医药生物
英利绿色能源,电力设备
智联招聘,社会服务
永业国际,房地产
优点互动,传媒
优酷土豆,传媒
Zumiez Inc.,商贸零售
YPF SA Sponsored ADR Class D,石油石化
"Alaunos Therapeutics, Inc.",医药生物
Yellow Corporation,交通运输
思爱普,计算机
"Emerald Holding, Inc.",社会服务
"NCS Multistage Holdings, Inc.",石油石化
"Co-Diagnostics, Inc.",医药生物
"SMART Global Holdings, Inc.",电子
Star Holdings,家用电器
AMAYA Global Holdings Corp.,商贸零售
Do It Again Corp.,商贸零售
Seven Islands Inc,农林牧渔
TGLT S.A.,房地产
美华国际医疗,医药生物
"CFSB Bancorp, Inc",银行
"Clean Energy Technologies, Inc.",电力设备
Tortoise Essential Assets Income Term Fund,非银金融
Zymeworks Inc.,医药生物
Finward Bancorp,银行
"Expensify, Inc. Class A",计算机
Bannix Acquisition Corp.,非银金融
Galliot Acquisition Corp.,非银金融
Mistico Acquisition Corp.,非银金融
Tal Consolidated Inc.,汽车
MPM Holdings Inc.,基础化工
"Golden Matrix Group, Inc.",传媒
Battery Future Acquisition Corp. Class A,电子
Spree Acquisition Corp. 1 Ltd. Class A,非银金融
"Bluejay Diagnostics, Inc.",医药生物
Perception Capital Corp. II Class A,非银金融
"Ensemble Health Partners, Inc. Class A",社会服务
"Candela Medical, Inc.",医药生物
Belpointe PREP LLC Class A,房地产
"Fluence Energy, Inc. Class A",电力设备
"Airsculpt Technologies, Inc.",美容护理
"Freehold Properties, Inc.",房地产
"Nauticus Robotics, Inc.",机械设备
Green Visor Financial Technology Acquisition Corp. I Class A,非银金融
Everest Consolidator Acquisition Corp. Class A,非银金融
Kidpik Corp.,纺织服饰
Henley Park Acquisition Corp. Class A,非银金融
"FlexEnergy Green Solutions, Inc.",公用事业
"Immix Biopharma, Inc.",医药生物
Intelligent Medicine Acquisition Corp. Class A,非银金融
FWD Group Holdings Ltd. ADR,非银金融
普莱克斯,公用事业
诺布尔,石油石化
Nuveen Multi-Market Income Fund,非银金融
中国新城农村,房地产
第一信托新机会MLP能源基金,非银金融
Coforge Ltd.,计算机
KKR收益机会基金,非银金融
Royce Global Value Trust,非银金融
"LVB Acquisition, Inc.",商贸零售
SONDORS Inc.,汽车
盛德财富,非银金融
"RXO, Inc.",交通运输
Greystone Housing Impact Investors LP,房地产
"Justworks, Inc. Class A",社会服务
Smart Sand Partners LP,煤炭
Giant Oak Acquisition Corp,非银金融
"Firemark Global Capital, Inc.",非银金融
Horizon Acquisition Corp III,非银金融
"Jwiz, Inc.",计算机
"Opti-Harvest, Inc.",农林牧渔
Oressa Ltd,商贸零售
Yi Po International Holding Limited,商贸零售
Can B Corp.,美容护理
李氏企业,食品饮料
"InspireMD, Inc.",医药生物
"Insteel Industries, Inc.",钢铁
Honeywell International Inc.,机械设备
"Oblong, Inc.",计算机
"Gencor Industries, Inc.",机械设备
FedNat Holding Company,非银金融
鑫达集团,建筑材料
查特工业,机械设备
Kepuni Holdings Incorporation,商贸零售
上海石化,石油石化
露华浓,美容护理
RBC轴承,机械设备
中国石油,石油石化
Intelligent Systems Corporation,计算机
华能国际电力,公用事业
广深铁路,交通运输
格尔夫波特能源,石油石化
"GAMCO Investors, Inc. Class A",非银金融
远藤国际,商贸零售
WODA Corp,计算机
LaShou Group Inc.,商贸零售
T20 Holdings Ltd.,商贸零售
"US LBM HOLDINGS, INC.",建筑材料
Greenfire Resources Inc.,煤炭
HEXO Corp.,医药生物
"Mr2 Group, Inc.",商贸零售
天银制药,医药生物
"ETRE REIT, LLC",房地产
Global Market Group Limited ADR,商贸零售
"Gelesis, Inc.",医药生物
GDC Technology Ltd. Sponsored ADR,计算机
Loyalty Alliance Enterprise Corp.,通信
Lumena Pharmaceuticals Inc,医药生物
Luca Technologies Inc,石油石化
LINC Logistics Co.,交通运输
"GCT Semiconductor, Inc.",电子
Arisz Acquisition Corp.,非银金融
Hagerty Inc Class A,汽车
"Drilling Tools International Holdings, Inc.",机械设备
Rose Hill Acquisition Corp. Class A,非银金融
QGOG Constellation S.A.,交通运输
史密斯电动车,汽车
Sol-Wind Renewable Power LP,电力设备
"Singulex, Inc.",医药生物
"SIRVA, Inc.",社会服务
"OTG Exp, Inc. Class A",商贸零售
"Philadelphia Energy Solutions, Inc. Class A",石油石化
"Provident Mortgage Capital Associates, Inc.",非银金融
Poseidon Containers Holdings Corp.,交通运输
Polar Star Realty Trust Inc,房地产
"PSAV, Inc.",传媒
蓝汛,通信
鸽瑞复合材料,机械设备
芝加哥期权交易所,非银金融
必和必拓,有色金属
Bolt Technology Corporation,计算机
Able View Global Inc.,商贸零售
Fitell Corporation,电子
Enerflex Ltd.,石油石化
D-Wave Quantum Inc.,计算机
"Semantix, Inc.",计算机
"Codere Online Luxembourg, S.A.",社会服务
GE Healthcare Technologies Inc.,医药生物
"Know Labs, Inc.",医药生物
华钦科技,电子
"Red Violet, Inc.",计算机
"Surface Oncology, Inc.",医药生物
"Ceridian HCM Holding, Inc.",计算机
"Smartsheet, Inc. Class A",计算机
Aslan Pharmaceuticals Ltd. ADR,医药生物
"Level One Bancorp, Inc.",银行
华富教育,社会服务
MorphoSys AG Sponsored ADR,医药生物
SIGA Technologies Inc,医药生物
马库斯,汽车
"Manning & Napier, Inc. Class A",非银金融
主街资本,非银金融
曼恩凯德生物医疗,医药生物
万宝盛华人力资源,社会服务
马琳商务服务,社会服务
曼联,社会服务
MainStay DefinedTerm Municipal Opportunities Fund,非银金融
海洋石油投资,石油石化
美泰科技,电子
海洋产品,农林牧渔
Marriott Vacations Worldwide Corporation,社会服务
宏利金融,非银金融
海上麦斯服务,交通运输
万豪国际,社会服务
马罗尼生物创新,医药生物
威达信,通信
马尔登运输,交通运输
马修国际加工,轻工制造
马丁-玛丽埃塔材料,建筑材料
拉扎德银行,银行
La Jolla Pharmaceutical Company,医药生物
酷6,传媒
莱克兰金融,非银金融
莱帝土地星,房地产
雷克兰医疗工业,医药生物
"Lannett Company, Inc.",医药生物
创力,机械设备
莱迪思半导体,电子
"Distribution Solutions Group, Inc.",商贸零售
Liquid Media Group Ltd.,传媒
"Vital Energy, Inc.Class A",石油石化
拉斯维加斯金沙集团,社会服务
李尔,机械设备
礼恩派,医药生物
Lazard全球全收益基金,非银金融
Lazard Ltd Class A,非银金融
La-Z-Boy Incorporated,轻工制造
LCNB Corp.,银行
英特尔,计算机
"Inogen, Inc.",医药生物
Intercept制药,医药生物
Insulet Corporation,医药生物
"Inovio Pharmaceuticals, Inc.",医药生物
英特格拉生命科学,医药生物
禧图集团,商贸零售
洲际交易所,非银金融
"Insight Enterprises, Inc.",计算机
集成设备技术,电子
洲际酒店,社会服务
Innodata Inc.,计算机
"Lendway, Inc.",非银金融
"IES Holdings, Inc.",电力设备
Insmed Incorporated,医药生物
"InterDigital, Inc.",通信
英诺斯派材料,建筑材料
"Insperity, Inc.",社会服务
"Interface, Inc.",纺织服饰
Exeter Finance Corporation,非银金融
直觉外科,医药生物
景顺高收益信托II,非银金融
埃培智,计算机
"Inuvo, Inc.",传媒
StoneX Group Inc.,非银金融
Invesco Mortgage Capital Inc.,非银金融
Invacare Corporation,医药生物
"Intra-Cellular Therapies, Inc.",医药生物
"InvenSense, Inc.",电子
Invesco Municipal Income Opportunities Trust,非银金融
景顺市政机会信托,非银金融
景顺市政信托,非银金融
IPG光电,电子
IRIDEX Corporation,医药生物
景顺宾州价值市政收益信托,非银金融
投资者银行,银行
景顺,非银金融
景顺优质市政收益信托,非银金融
铱星通讯,通信
景顺高级收益信托,非银金融
斯马克,机械设备
"Itron, Inc.",公用事业
"Ziff Davis, Inc.",传媒
"ITT, Inc.",机械设备
晶澳太阳能,电力设备
捷普,电子
杰克亨利,计算机
Jack in the Box Inc.,食品饮料
约翰宾技术,机械设备
杰森实业,轻工制造
John Hancock税收优惠全球持股人收益基金,非银金融
John Hancock金融机会基金,非银金融
晶科能源,电力设备
雅各布工程,机械设备
John Hancock对冲股权收益基金,非银金融
金盘电气,电力设备
爵士制药,医药生物
John Hancock收益证券信托,非银金融
"JAKKS Pacific, Inc.",轻工制造
京东,商贸零售
强生,医药生物
"Merrimack Pharmaceuticals, Inc.",医药生物
MGIC Investment Corporation,非银金融
梅特勒-托利多,机械设备
捷蓝航空,交通运输
John Hancock优先收益基金,非银金融
骏利资产管理,非银金融
灿谷,计算机
Crinetics Pharmaceuticals Inc,医药生物
"Allakos, Inc.",医药生物
仲量联行,房地产
John Hancock优质红利基金,非银金融
"John B. Sanfilippo & Son, Inc.",食品饮料
John Hancock税收优惠红利收益基金,非银金融
Kamada Ltd,医药生物
Kaman Corporation Class A,机械设备
聚美优品,商贸零售
康迪车业,汽车
瞻博网络,通信
Kayne Anderson中游能源基金,非银金融
KKR & Co Inc,非银金融
KNOT Offshore Partners LP,交通运输
金德尔摩根,非银金融
金佰利,美容护理
Knowles Corp.,电子
金罗斯黄金,有色金属
卡比海运,交通运输
科尔士百货,商贸零售
科磊,电子
高斯电子,电子
飞利浦,家用电器
库力索法半导体,电子
高平电子,电子
KVH通信,通信
美国控股实验室,医药生物
Kraton制药,医药生物
韩国电力,电力设备
兰亭集势,计算机
自由全球-C,非银金融
"LG Display Co., Ltd Sponsored ADR",电子
Jefferies Financial Group Inc.,非银金融
"LightPath Technologies, Inc. Class A",电子
自由全球-B,非银金融
"LGI Homes, Inc.",房地产
自由全球-A,非银金融
第三级通讯,通信
"LGL Group, Inc.",机械设备
林肯电气控股,机械设备
Lightbridge Corporation,石油石化
林肯国民,非银金融
林赛,机械设备
劳埃德银行,银行
"Liquidity Services, Inc.",商贸零售
LMP资本收益基金公司,非银金融
利西亚车行,汽车
LPL金融控股,非银金融
美国力特保险丝,电子
洛斯保险,非银金融
路易斯安那太平洋,建筑材料
LTC房产,房地产
劳氏,商贸零售
卢比饭店,社会服务
罗技国际,电子
露露乐蒙,食品饮料
Lumber Liquidators控股,建筑材料
利安德巴塞尔工业,基础化工
麦克塔瓦银行,银行
马塞里奇房产,房地产
Madison Covered Call & Equity Strategy Fund,非银金融
"Veris Residential, Inc.",房地产
Luna Innovations Incorporated,电子
曼格纳国际,汽车
麦基诺金融,非银金融
海力士半导体,电子
MAG Silver Corp.,有色金属
Luxfer Holdings PLC,机械设备
美国制商银行,银行
Macquarie全球基础设施总收益基金,非银金融
"Vaxcyte, Inc.",医药生物
燃石医学,医药生物
Generation Bio Co.,医药生物
Avidity Biosciences Inc,医药生物
Open Lending Corporation,非银金融
优克联,计算机
"Magnite, Inc.",传媒
阿帕奇,石油石化
"PLBY Group, Inc.",美容护理
"Soluna Holdings, Inc.",公用事业
Cool Company Ltd,美容护理
"ConversionPoint Holdings, Inc.",计算机
沛齐,医药生物
"Cyclerion Therapeutics,Inc.",医药生物
"Generation Income Properties, Inc.",房地产
Parsec Capital Acquisitions Corp. Class A,非银金融
Thoughtworks Holding Inc,计算机
Sanaby Health Acquisition Corp. I Class A,非银金融
"SailPoint Technologies Holdings, Inc.",计算机
爱点击,传媒
"Sterling Bancorp, Inc.",银行
"Stitch Fix, Inc. Class A",美容护理
"Aytu BioPharma, Inc.",医药生物
龙运国际,交通运输
Aspira Women's Health Inc.,医药生物
公民金融-存托优先股D,非银金融
CBO (Listing Market - NYSE - Networks A/E),通信
Mavenir Private Holdings II Ltd.,通信
"OptMed, Inc.",医药生物
Silenseed Ltd.,医药生物
Tapstone Energy Inc.,石油石化
Concentrix Corporation,计算机
Aaron's Company Inc,商贸零售
Apartment Income REIT Corp,房地产
Cognyte Software Ltd.,计算机
Sendas Distribuidora SA Sponsored ADR,商贸零售
Cosan S.A. Sponsored ADR,石油石化
Dundon Capital Acquisition Corp,非银金融
Compass Digital Acquisition Corp. Class A,非银金融
SK Growth Opportunities Corp. Class A,非银金融
A2Z Smart Technologies Corp,计算机
Valens Company Inc,医药生物
"Nexalin Technology, Inc.",医药生物
IX Acquisition Corp. Class A,非银金融
Evotec SE Sponsored ADR,医药生物
Mobiv Acquisition Corp. Class A,非银金融
Myriant Corp.,基础化工
New Beginnings Acquisition Corp. II,非银金融
"Lands' End, Inc.",商贸零售
国际塔山,煤炭
科佩斯控股,机械设备
Spire Inc.,公用事业
拉姆研究,电子
Clarim Acquisition Corp. Class A,非银金融
"Mondee Holdings, Inc. Class A",社会服务
"Atmus Filtration Technologies, Inc.",环保
Khosla Ventures Acquisition Co. III Class A,非银金融
Olink Holding AB Sponsored ADR,医药生物
VIZIO Holding Corp. Class A,家用电器
"Diversey Holdings, Ltd.",美容护理
Research Alliance Corp. II Class A,非银金融
"Instil Bio, Inc.",医药生物
PureCycle Technologies Inc,环保
Lordstown Motors Corp. Class A,汽车
Arlington Asset Investment Corp. Class A,非银金融
"Innovative Solutions and Support, Inc.",计算机
"Peloton Therapeutics, Inc.",医药生物
"Caliber Home Loans, Inc.",非银金融
"Southeastern Grocers, Inc.",商贸零售
"Root, Inc. Class A",非银金融
"Metromile, Inc.",非银金融
Dermavant Sciences Ltd.,医药生物
"Foghorn Therapeutics, Inc.",医药生物
WestRock Company,轻工制造
"Gatos Silver, Inc.",有色金属
"HYLETE, Inc. Class A",纺织服饰
Abcam PLC Sponsored ADR,医药生物
BCLS Acquisition Corp. Class A,非银金融
湖南永雄资产管理,非银金融
Datto Holding Corp.,计算机
MoonLake Immunotherapeutics Class A,医药生物
ArcherDX Inc,医药生物
TIM SA (Brazil) Sponsored ADR,通信
Paya Holdings Inc Class A,非银金融
Guild Holdings Co. Class A,房地产
Loop Media Inc.,传媒
McAfee Corp. Class A,计算机
Tattooed Chef Inc Class A,食品饮料
Burford Capital Limited,非银金融
ZeroFox Holdings Inc,计算机
SelectQuote Inc,非银金融
"Lightning eMotors, Inc",汽车
"Forza X1, Inc.",汽车
LuxUrban Hotels Inc.,社会服务
Atlantic Avenue Acquisition Corp. Class A,非银金融
"Spinal Elements Holdings, Inc.",医药生物
Inphi Corporation,电子
View Inc. Class A,电子
Burgundy Technology Acquisition Corp. Class A,非银金融
5:01 Acquisition Corp. Class A,非银金融
名创优品,商贸零售
Array Technologies Inc,电力设备
Intrusion Inc.,通信
Fury Gold Mines Limited,有色金属
Ivanhoe Electric Inc.,电力设备
FAST Acquisition Corp Class A,非银金融
MultiPlan Corp Class A,社会服务
Vontier Corp,机械设备
Vy Global Growth Class A,非银金融
Recharge Acquisition Corp. Class A,非银金融
"Radius Global Infrastructure, Inc. Class A",交通运输
LENSAR Inc,医药生物
"Shattuck Labs, Inc.",医药生物
"Spruce Biosciences, Inc.",医药生物
Kronos Bio Inc,医药生物
fuboTV Inc.,传媒
Stem Inc,电子
"Heart Test Laboratories, Inc.",医药生物
Alvotech,医药生物
Global Blockchain Acquisition Corp.,非银金融
Iperionx Ltd. Sponsored ADR,有色金属
"Abri SPAC I, Inc.",非银金融
"Offerpad Solutions, Inc. Class A",房地产
Mobilicom Ltd. ADR,通信
OMNIQ Corp,计算机
JATT Acquisition Corp.,非银金融
Chenghe Acquisition Co. Class A,非银金融
InterCure Ltd.,医药生物
"Lightwave Logic, Inc.",电子
Nomad Royalty Company Ltd,有色金属
苏格兰皇家银行,银行
Cellebrite DI Ltd.,计算机
美国新星,医药生物
Kaleyra Inc,通信
Kalera Public Limited Company,农林牧渔
Focus Universal Inc,电子
Yotta Acquisition Corp.,非银金融
"Tigo Energy, Inc.",电力设备
"Humacyte, Inc.",医药生物
"IronNet, Inc. Class A",计算机
GDEV Inc.,社会服务
"Volta, Inc. Class A",通信
Sono-Tek Corporation,电力设备
California BanCorp,银行
International General Insurance Holdings Ltd.,非银金融
"Betterware de Mexico, S.A.P.I. de C.V.",商贸零售
"Onfolio Holdings, Inc.",计算机
Cartesian Growth Corp. II Class A,非银金融
Yoshiharu Global Co. Class A,商贸零售
"Danimer Scientific, Inc. Class A",基础化工
"Inter & Co., Inc. Class A",非银金融
Atlas Corp.,交通运输
"Plymouth Industrial REIT, Inc.",房地产
ioneer Limited Sponsored ADR,有色金属
Sibanye Stillwater Limited Sponsored ADR,有色金属
"NWTN, Inc. Class B",计算机
"Rush Street Interactive, Inc. Class A",传媒
Sandstorm Gold Ltd.,有色金属
Battalion Oil Corporation,石油石化
"Passage Bio, Inc.",医药生物
NioCorp Developments Ltd.,有色金属
"Vitesse Energy, Inc.",石油石化
American Lithium Corp.,有色金属
U-Haul Holding Company Series N Non-Voting,非银金融
RSA Security Inc.,计算机
耀世星辉,传媒
"Alta Equipment Group, Inc.",机械设备
"Atlas Technical Consultants, Inc. Class A",建筑装饰
Duos Technologies Group Inc,计算机
"TRxADE HEALTH, Inc.",医药生物
TFI International Inc.,交通运输
"Conduent, Inc.",计算机
Intellicheck Inc,计算机
"ClearPoint Neuro, Inc.",医药生物
PAE Incorporated Class A,社会服务
Vertiv Holdings Co. Class A,电力设备
康美,医药生物
联邦投资,非银金融
Ovintiv Inc,石油石化
Precigen Inc,医药生物
SWK Holdings Corporation,非银金融
"SOC Telemed, Inc. Class A",医药生物
"Revolution Medicines, Inc.",医药生物
Quantum Corporation,计算机
"Crescent Capital BDC, Inc.",非银金融
"Bridger Aerospace Group Holdings, Inc.",国防军工
